,asin,name,category,description,price,rating,No_of_Rating
3598,B007IVYL18,As I Am Twist Defining Cream - 8 Ounce - with Castor oil and Phytosterols,Hair Care,"Scent


Clean Scent




Brand


As I Am




Item Form


Cream




Ingredients


Aqua/Water/Eau, Glycerin, Acetamide MEA, Betaine, Helianthus Annuus (Sunflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Triethanolamine, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter, Carbomer, Phytosterols, Cocos Nucifera (Coconut) Fruit Powder, Phyllanthus Emblica Fruit Powder, Beta Vulgaris (Beet) Root Extract, Citrus Reticulata (Tangerine) Fruit Extract, Ceteareth-25, Disodium Ethylene Dicocamide PEG-15 Disulfate, Laureth-23, TBHQ, Methylisothiazolinone, Potassium Sorbate, Fragrance/Parfum, Coumarin, Limonene, Linalool.Aqua/Water/Eau, Glycerin, Acetamide MEA, Betaine, Helianthus Annuus (Sunflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Triethanolamine, Cocos…

See more





Product Benefits


Shining, Frizz Control",13.99 ,4.5,1278
3599,B007JBF99U,"Babyface Night Renewal Retinol Face Cream, 2.5% All-Trans Encapsulated, Organic & Natural 1.8oz",Skin Care,"Special Ingredients


Glycerin, Shea Butter, Hyaluronic Acid




Item Form


Cream




Brand


Babyface




Skin Type


All




Scent


Unscented",23.99 ,3.9,283
3600,B007JLU57G,Jojoba Oil Golden Organic 100% Pure 12 Oz,Skin Care,"Special Ingredients


Jojoba Oil




Item Form


Oil




Brand


Dr Adorable




Skin Type


Dry,Sensitive




Skin Tone


All",17.99 ,4.7,107
3601,B007JPRBCY,"It's a 10 Haircare Miracle Volumizing Shampoo, 10 fl. oz.",Hair Care,"Brand


It's a 10 Haircare




Hair Type


All, Chemically Treated




Liquid Volume


10 Fluid Ounces




Item Weight


0.33 Kilograms




Ingredients


Water, Disodium Laureth Sulfosuccinate, C14-16 Alpha Olefin Sulfonate, Cocamidopropyl Betaine, Decyl Glucoside, Fragrance, PEG-120 Methyl Glucose Dioleate, Polyquaternium-7, Althaea Officinalis Root Extract, Euterpe Oleracea Fruit Extract, Anthemis Nobilis Flower Extract, Camellia Sinensis Leaf Extract, Camellia Oleifera Leaf Extract, Hydrolyzed Rice Protein, Hydrolyzed Silk, Helianthus Annuus (Sunflower) Seed Extract, Cocamidopropyl Hydroxysultaine, Glycerin, Butylene Glycol, Tetrasodium EDTA, Dihydroxypropyl Peg-5 Linoleammonium Chloride, Citric Acid, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Butylphenyl Methylpropional, Linalool, Citronellol, Hexyl Cinnamal, Alpha Isomethyl Ionone, Methylchloroisothiazolinone, Methylisothiazolinone.Water, Disodium Laureth Sulfosuccinate, C14-16 Alpha Olefin Sulfonate, Cocamidopropyl Betaine, Decyl Glucos…

See more",20.00 ,4.4,800
3602,B007JXZ88K,"L. Erickson Grab & Go Ponytail Holders, Beige, Set of Eight - Exceptionally Secure with Gentle Hold",Hair Care,"Color


Beige




Brand


L. Erickson




Item Dimensions LxWxH


2.48 x 2.48 x 1.18 inches




Hair Type


All




Item Weight


0.02 Pounds",10.00 ,4.7,4423
3603,B007KAI40Q,Complex Brazilian Keratin Blowout Hair Treatment 120ml Professional Results Straightens and Smooths Hair (KT 120ml (Keratin Treatment only)),Hair Care,"Brand


KERATIN RESEARCH




Scent


Coconut




Hair Type


All




Liquid Volume


120 Milliliters




Item Weight


4 Ounces",29.95 ,4.3,894
3604,B007L5H7XK,"It's a 10 Haircare Miracle Leave-In Lite 4, fl. oz. (Pack of 1)",Hair Care,"Brand


It's a 10 Haircare




Hair Type


Treatments




Liquid Volume


4 Fluid Ounces




Ingredients


Water/Aqua/Eau, Propylene Glycol, Cetearyl Alcohol, Cyclopentasiloxane, Behentrimonium Chloride, Althaea Officinalis Root Extract, Euterpe Oleracea Fruit Extract, Anthemis Nobilis Flower Extract, Camellia Sinensis Leaf Extract, Camellia Oleifera Leaf Extract, Hydrolyzed Rice Protein, Hydrolyzed Silk, Helianthus Annuus (Sunflower) Seed Extract, Quaternium-80, Panthenol, Fragrance/Parfum, Methylparaben, Glycerin, Butylene Glycol, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Butylphenyl Methylpropional, Linalool, Citronellol, Hexyl Cinnamal, Limonene, Alpha Isomethyl Ionone, Methylchloroisothiazolinone, Methylisothiazolinone.Water/Aqua/Eau, Propylene Glycol, Cetearyl Alcohol, Cyclopentasiloxane, Behentrimonium Chloride, Althaea Officinalis Root Extract, Euterpe Oleracea Fr…

See more





Item Dimensions LxWxH


0.79 x 0.59 x 2.36 inches",14.67 ,4.7,2335
3605,B007L65XA8,"Boe Boe Crece Pelo Hair Growth Natural 4.25-ounce, 4.25 Ounces",Hair Care,"Brand


Boe




Item Weight


0.26 Pounds




Item Form


Liquid




Age Range (Description)


Adult




Recommended Uses For Product


Hair Growth",8.12 ,4.3,860
3606,B007M6EALK,SODIAL(TM) New 10 Pair Reusable Charming Cross Fake False Eyelashes Glue Adhesives Eye Lashes Makeup Black,Tools & Accessories,"Color


Black




Brand


SODIAL(TM)




Material


Synthetic",16.90 ,3.3,168
3607,B007M819DU,"Olay Face Serum by Age Defying Anti-Wrinkle 2-in-1 Day Cream Plus Face Serum, Aloe Vera, 1.7 Fl Oz",Skin Care,"Special Ingredients


Glycerin, Aloe Vera




Item Form


Cream




Brand


Olay




Skin Type


Most skin types




Age Range (Description)


Adult",11.97 ,4.6,3376
3608,B007M81B4M,"Olay Regenerist Cream, Fragrance Free, 1.7 Ounce",Skin Care,"Special Ingredients


Hyaluronic Acid




Item Form


Cream




Brand


Olay




Skin Type


Dead skin




Age Range (Description)


Adult",22.12 ,4.6,8437
3609,B007MF8846,THE Naked BEE - 2.5 Oz Vitamin C Facial Moisturizer SPF 30 -Orange Blossom,Skin Care,"Special Ingredients


Vitamin C




Brand


The Naked Bee




Skin Type


Oily, Combination, Dry, Mature, Normal




Sun Protection


30 SPF




Age Range (Description)


Adult",24.03 ,4.7,995
3610,B007MJKI5Y,"L.A. Girl Pro Conceal 981 Toast, Toast-1 pcs, 16 Ounce",Makeup,"Color


Toast-1 pcs




Brand


L.A. Girl




Skin Tone


All




Finish Type


Natural




Item Weight


8 Grams",4.90 ,4.5,1408
3611,B007MJKI86,"L.A. Girl Pro Conceal HD Concealer, Warm Honey, 0.28 Ounce",Makeup,"Color


Warm Honey




Brand


L.A. Girl




Coverage


Full




Skin Tone


Light, Medium




Item Weight


0.02 Pounds",3.99 ,4.3,18857
3612,B007MKVTSS,ReNext 4 Pcs Blackhead Extractor Stainless Steel Acne Needle Tool,Tools & Accessories,"Brand


DMtse




Material


Stainless Steel




Skin Type


Acne Prone




Item Weight


0.03 Pounds




Number of Pieces


4",4.99 ,4.2,373
3613,B007MYLM1I,"La Roche-Posay Anthelios 50 Anti-Aging Primer with Sunscreen, 1.35 Fl Oz",Skin Care,"Ingredients


INGREDIENTS: ACTIVE INGREDIENTS AVOBENZONE 3% (SUNSCREEN) • HOMOSALATE 10% (SUNSCREEN) • OCTISALATE 5% (SUNSCREEN) • OCTOCRYLENE 5% (SUNSCREEN) • OXYBENZONE 6% (SUNSCREEN) INACTIVE INGREDIENTS DIMETHICONE • C12-15 ALKYL BENZOATE • TALC • DIISOPROPYL SEBACATE • SILICA SILYLATE • GLYCERIN • TRIMETHYLSILOXYSILICATE • DIMETHICONE CROSSPOLYMER • WATER • DIETHYLHEXYL SRYINGYLIDENEMALONATE • CASSIA ALATA LEAF EXTRACT • MALTODEXTRININGREDIENTS: ACTIVE INGREDIENTS AVOBENZONE 3% (SUNSCREEN) • HOMOSALATE…

See more





Scent


Unscented




Product Benefits


Face primer with sunscreen SPF 50 that provides a blurring-effect on skin. For daily use with or without makeup.Face primer with sunscreen SPF 50 that provides a blurring-effect on skin. For daily use with or wi…

See more





Sun Protection


30 to 50 SPF SPF




Item Weight


0.15 Pounds",39.99 ,4.4,714
3614,B007N1D4A2,Alterna Caviar Anti-Aging Replenishing Moisture Conditioner,Hair Care,"Brand


Alterna Haircare




Hair Type


Normal




Liquid Volume


250 Milliliters




Ingredients


Water/Aqua/Eau, Cetearyl Alcohol, Behentrimonium Chloride, Cetrimonium Chloride, Isododecane, Glycerin, Dimethicone, Caviar Extract, Alaria Esculenta Extract, Butyrospermum Parkii (Shea) Butter, Linum Usitatissimum (Linseed) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Hydrolyzed Rice Protein, Jojoba Esters, Saccharomyces/Magnesium Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Saccharomyces/ Iron Ferment, Phospholipids, Superoxide Dismutase, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Guar Hydroxypropyltrimonium Chloride, Tocopheryl Acetate, Amodimethicone, Caprylyl Glycol, Butylene Glycol, Isohexadecane, Tocopherol, Polysilicone-15, Disodium EDTA, Hydroxyethylcellulose, Sodium Acetate, Ascorbic Acid, Citric Acid, Acetic Acid, Glycereth-26, C11-15 Pareth-7, Laureth-9, Trideceth-12, PEG-4 Laurate, PEG-4 Dilaurate, PEG-4, Isopentyldiol, Isopropyl Alcohol, Phenoxyethanol, Potassium Sorbate, Benzyl Alcohol, Iodopropynyl Butylcarbamate, Sodium Benzoate, Fragrance (Parfum). (10-16-35826)Water/Aqua/Eau, Cetearyl Alcohol, Behentrimonium Chloride, Cetrimonium Chlorid…

See more





Item Dimensions LxWxH


1.8 x 1.8 x 7.3 inches",34.00 ,4.6,1143
3615,B007N4D4ZO,"Ivory Original 10-Count: Bath Size Bars (4 Oz), 38.8 Ounce",Skin Care,"Item Form


Bar




Brand


Ivory




Scent


Original




Ingredients


Sodium Tallowate And/Or Sodium Palmate, Water, Sodium Cocoate And/Or Sodium Palm Kernelate, Glycerin, Sodium Chloride, Fragrance, Coconut Acid*, Palm Kernel Acid*, Tallow Acid*, Palm Acid*, Tetrasodium EDTA. *Contains one or more of these ingredientsSodium Tallowate And/Or Sodium Palmate, Water, Sodium Cocoate And/Or Sodium Palm…

See more





Item Weight


2.61 Pounds",10.89 ,4.8,2633
3616,B007NNTAXK,"NYX PROFESSIONAL MAKEUP Matte Bronzer, Deep",Makeup,"Color


Deep




Brand


NYX PROFESSIONAL MAKEUP




Finish Type


Matte




Item Weight


0.06 Kilograms




Item Dimensions LxWxH


1.23 x 2.93 x 2.91 inches",7.35 ,4.5,7667
3617,B007NNU2WI,"NYX PROFESSIONAL MAKEUP Pore Filler Blurring Primer, Vegan Face Primer (Packaging May Vary) Beige 0.64 Fl Oz (Pack of 1)",Makeup,"Brand


NYX PROFESSIONAL MAKEUP




Ingredients


Dimethicone crosspolymer, silica, dimethicone, cyclopentasiloxane, isononyl isononanoate, isododecane, polymethyl methacrylate, vp/hexadecene copolymer, trimethylsiloxysilicate, phenoxyethanol, caprylyl glycol.Dimethicone crosspolymer, silica, dimethicone, cyclopentasiloxane, isononyl isononanoate, isododecane, polymethyl methacrylate, vp/hexadec…

See more





Product Benefits


Talc-free, oil-free formulation includes Vitamin E to smooth and enhance your skin.




Item Form


Oil, Spray




Skin Type


Oily",8.98 ,4.2,9834
3618,B007NXZ0T8,Obsessive Compulsive Cosmetics Lip Tar - Interlace,Makeup,"Brand


Obsessive Compulsive Cosmetics




Item Form


Oil




Finish Type


Satin




Color


Interlace




Age Range (Description)


Adult",44.52 ,3.4,45
3619,B007O7AZ3O,Real Techniques Fine Liner Brush,Makeup,"Brand


Real Techniques




Color


Multi/none




Item Form


Cream




Skin Tone


Light




Item Dimensions LxWxH


0.75 x 1.75 x 8.2 inches




Item Weight


0.05 Pounds




Age Range (Description)


Adult",9.17 ,4.4,131
3620,B007O7AZBG,"Real Techniques 1411 Professional Foundation Makeup Brush for Even Streak Free Application, Pink",Tools & Accessories,"Brand


Real Techniques




Color


Pink




Material


Aluminum




Item Form


Wand




Item Dimensions LxWxH


4.72 x 1.97 x 4.72 inches




Item Weight


0.13 Pounds




Recommended Uses For Product


Foundation Brush




Ferrule Material


Aluminum




Number of Pieces


1




Handle Material


Aluminum, Aluminum, Aluminum, Aluminum",7.57 ,4.7,10715
3621,B007PG783Y,"Body Drench QuickTan Bronzing Spray Instant Self Tanner, Medium/Dark, 6 Fl Oz (Pack of 3)",Skin Care,"Brand


Body Drench




Skin Tone


Tan




Product Benefits


Radiant Tan




Item Weight


1 Pounds




Skin Type


All",24.93 ,4.4,1362
3622,B007PQYHJW,"Batiste Dry Shampoo, Cherry Fragrance, 6.73 fl. oz.",Hair Care,"Brand


Batiste




Ingredients


Butane, Isobutane, Propane, Oryza Sativa (Rice) Starch, Alcohol Denat., Parfum (Fragrance), Coumarin, Distearyldimonium Chloride, Cetrimonium ChlorideButane, Isobutane, Propane, Oryza Sativa (Rice) Starch, Alcohol Denat., Parfum (Fragrance), Coumarin, Distearyldimonium Chloride, Cetrimonium Chloride

See more





Scent


Cherry




Item Form


Waterless,Spray




Hair Type


Oily",8.69 ,4.4,2896
3623,B007PTGHKQ,"Watts Beauty Ultra ArganGold 100% Pure Argan Oil for Face, Hair, Nails & Body - Ultra Light Pure Argan Oil Moisturizer for Face, Eye Area, Cuticles, Frizz Free Hair Plus Nourishing Makeup Remover 1oz",Skin Care,"Special Ingredients


Argan Oil




Item Form


Oil




Brand


Watts Beauty




Skin Type


Sensitive, Dry




Age Range (Description)


Adult",18.99 ,4.3,144
3624,B007Q0WW0S,"HSI Professional Argan Oil Leave-in Conditioner | Smooth & Strengthen Frizzy, Damaged Hair | Heat & Color Protecting Elixir | Packaging may vary | 4 Ounce",Hair Care,"Brand


HSI PROFESSIONAL




Hair Type


All




Liquid Volume


4 Fluid Ounces




Ingredients


Cyclopentasiloxane, Dimethicone Crosspolymer, Argania Spinosa (Argan) Oil, Fragrance, D&C Red # 17, D&C Yellow #11, Benzyl Benzoate, Benzyl Salicylate, Amyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional, Geraniol, Hexyl Cinnamal.Cyclopentasiloxane, Dimethicone Crosspolymer, Argania Spinosa (Argan) Oil, Fragrance, D&C Red # 17, D&C Yellow #11, Benzyl Benzoate, Benzyl Salicylate,…

See more





Item Dimensions LxWxH


5 x 2 x 2 inches",18.99 ,4.5,1821
3625,B007Q22HMY,Sleek Makeup - Highly Pigmented and Long-Wearing I-Divine Mineral Based Eyeshadow Palette - Au Naturel,Makeup,"Brand


Sleek Make Up




Item Form


Powder




Ingredients


Mica, Talc, Kaolin, Magnesium, Stearate Dimethicone, Paraffinum Liquid, Ethylhexyl Palmitate, Propylparaben and Methylparaben, +/- [CI77510, CI 77289, CI 77491, ,CI 77492].Mica, Talc, Kaolin, Magnesium, Stearate Dimethicone, Paraffinum Liquid, Ethylhexyl Palmitate, Propylparaben and Methylparaben, +/- [CI77510, CI…

See more





Finish Type


Metallic




Item Weight


9 Grams",7.29 ,4.3,177
3626,B007QE1ZR0,Schwarzkopf - BC Moisture Kick Spray Conditioner (For Normal to Dry Hair) 400ml,Hair Care,"Brand


Schwarzkopf




Hair Type


Dry, Normal




Liquid Volume


400 Milliliters




Item Dimensions LxWxH


1.77 x 1.77 x 7.09 inches




Item Weight


1 Pounds",24.90 ,4.5,247
3627,B007QOKGPW,"Madonna Truth Or Dare Women Eau De Parfum Spray, 2.5 Ounce",Fragrance,"Brand


Madonna




Item Form


Spray




Item Weight


0.07 Kilograms




Item Volume


2.5 Fluid Ounces




Age Range (Description)


Adult",99.99 ,4.6,244
3628,B007REBBW8,"Victoria's Secret Body Mist, Amber Romance, 8.4 Ounce",Fragrance,"Brand


Victoria's Secret




Scent


Amber Romance




Item Form


Lotion,Spray




Item Weight


250 Grams




Item Volume


8.4 Fluid Ounces",14.37 ,4.7,4411
3629,B007RIC79K,Anew Ultimate Multi-Performance Night Cream,Skin Care,"Item Form


Cream




Brand


AVON




Skin Type


Mature




Item Weight


1 Pounds




Item Volume


1 Cups",17.99 ,4.1,146
3630,B007RIEYGO,Anew Ultimate Multi Performance Day Cream SPF 25 1.7 OZ.,Skin Care,"Item Form


Cream




Brand


AVON




Skin Type


Mature




Sun Protection


25 SPF




Age Range (Description)


Adult",23.00 ,4.6,686
3631,B007ROCZVY,Salon Sundry Professional Hair Salon Nylon Cape w/Snap Closure - 50 in. x 60 in.,Hair Care,"Brand


Salon Sundry




Color


Black




Cable Feature


Retractable




Material


Nylon",6.99 ,4.7,8885
3632,B007ROL0Y2,"Shadow/Blush, FratBoy, Natural Rosy Glow, Even & Smooth Texture",Makeup,"Color


FratBoy




Brand


TheBalm




Item Weight


1.6 Grams




Item Dimensions LxWxH


2 x 2 x 2 inches




Coverage


Light",20.80 ,4.5,191
3633,B007RTR898,Clear 24/7 Total Care With Omega-3 & Coconut Milk Shampoo 12.90 oz,Hair Care,"Brand


CLEAR HAIR




Scent


Coconut




Hair Type


Dry




Liquid Volume


443.6 Milliliters




Item Weight


0.94 Pounds",69.00 ,4.4,175
3634,B007RTR8T8,"CLEAR SCALP & HAIR BEAUTY Moisturizing Dry Scalp Nourishing Conditioner, 12.7 Fluid Ounce",Hair Care,"Brand


CLEAR HAIR




Scent


Coconut, Sunflower




Hair Type


Dry




Liquid Volume


12.7 Fluid Ounces




Item Dimensions LxWxH


2.84 x 2.1 x 8.82 inches",43.88 ,3.8,52
3635,B007RTR8TS,"Clear Color & Heat Conqueror, Conditioner 12.7 oz",Hair Care,"Brand


CLEAR HAIR




Hair Type


Color Treated




Liquid Volume


12.7 Milliliters




Ingredients


Water (Aqua), Cetearyl Alcohol, Cyclopentasiloxane, Stearamidopropyl Dimethylamine, Dimethiconol, Fragrance (Parfum), Behentrimonium Chloride, Dipropylene Glycol, Lactic Acid, Zinc Pyrithione, DMDM Hydantoin, Zinc Sulfate, Sodium Chloride, TEA-Dodecylbenzenesulfonate, PEG-150 Distearate, Tocopheryl Acetate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Panthenol, Lysine HCI, Hydrogenated Coconut Oil, Helianthus Annuus (Sunflower) Seed Oil, Glycine Soja (Soybean) Oil, Glycerin, Methylisothiazolinone, Niacinamide, Aloe Barbadensis Leaf Extract, Ascorbic Acid, Methylchloroisothiazolinone, Red 33 (CI 17200).Water (Aqua), Cetearyl Alcohol, Cyclopentasiloxane, Stearamidopropyl Dimethylamine, Dimethiconol, Fragrance (Parfum), Behentrimonium Chloride, Dipr…

See more





Item Dimensions LxWxH


3.94 x 5.91 x 7.87 inches",21.99 ,4.4,108
3636,B007RTR9E2,"Clear Scalp & Hair Therapy Conditioner, Ultra Shea Smooth & Nourishing, 12.7 oz.",Hair Care,"Brand


CLEAR HAIR




Scent


Coconut, Sunflower




Hair Type


Dry




Liquid Volume


12.7 Fluid Ounces




Item Dimensions LxWxH


2.84 x 2.1 x 8.82 inches",35.56 ,4.2,77
3637,B007RTR9FQ,"Clear Scalp & Hair Ultra Shea Nourishing Shampoo With Shea Butter, 12.9 oz",Hair Care,"Brand


CLEAR HAIR




Hair Type


Dry




Liquid Volume


12.9 Fluid Ounces




Item Weight


0.94 Pounds




Item Dimensions LxWxH


3.94 x 5.91 x 7.87 inches",42.86 ,4.3,94
3638,B007S0CM2Y,"Alaffia Authentic African Black Soap All-in-One, Peppermint, 32 Oz. Body Wash, Facial Cleanser, Shampoo, Shaving, Hand Soap. Perfect for All Skin Types. Fair Trade, No Parabens, Cruelty Free, Vegan",Skin Care,"Brand


Alaffia




Scent


Peppermint




Skin Type


All




Age Range (Description)


Adult




Ingredients


Ocimum Canum (African Mint) Aqueous Extract, Saponified Butyrospermum Parkii (Shea) Butter And Elaeis Guineensis (Palm Kernel) Oil†, Lauryl Glucoside, Mentha Arvensis Oil.Ocimum Canum (African Mint) Aqueous Extract, Saponified Butyrospermum Parkii (Shea) Butter And Elaeis Guinee…

See more",14.99 ,4.5,503
3639,B007S69QAY,"Conair Xtreme Instant Heat Ceramic Hot Rollers Bonus Super Clips Include, Purple, 1 Count",Hair Care,"Size


24 Piece Set




Brand


Conair




Material


Ceramic




Color


Black / purple




Hair Type


Curly",29.99 ,4.2,12622
3640,B007SD28UM,"OGX Ever Straightening plus Brazilian Keratin Therapy Smoothing Shampoo with Coconut Oil, Cocoa Butter & Avocado Oil for Lustrous, Shiny Hair, Paraben-Free, Sulfate-Free Surfactants",Hair Care,"Scent


Coconut, White peach, Shea butter




Ingredients


SHAMPOO-Water (Aqua), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Hydroxysultaine, Sodium Cocoyl Isethionate, PPG-2 Hydroxyethyl Coco/Isostearamide, Hydrolyzed Keratin, Cocos Nucifera (Coconut) Oil, Persea Gratissima (Avocado) Oil, Theobroma Cacao (Cocoa) Seed Butter, Panthenol, Dimethicone, Amodimethicone, Glycol Stearate, PEG-120 Methyl Glucose Dioleate, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-6, Polyquaternium-10, Laureth-4, Laureth-23, Cocamidopropyl Betaine, Cetrimonium Chloride, Trideceth-12, Citric Acid, Fragrance (Parfum), Tetrasodium EDTA, Sodium Chloride, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Yellow 5 (CI 19140), Yellow 6 (CI 15985), Blue 1 (CI 42090). CONDITIONER-Straight, curly or wavy, this rich formula will leave your locks with a brilliant, luminescent glow.SHAMPOO-Water (Aqua), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Hydroxysultaine, Sodium Cocoyl Isethionate, PPG-2 Hydroxyethyl Coco/Isoste…

See more





Brand


OGX




Item Weight


0.54 Grams




Material Type Free


Sulfate Free",5.74 ,4.6,1374
3641,B007SIF4BC,Argan Oil - 2 oz - 100% Pure - Used for Skin and Hair Care - GC/MS Tested - Skin Safe - Supplied in 2 oz. HDPE bottle with a flip top cap,Skin Care,"Special Ingredients


Argan Oil




Item Form


Oil




Brand


Essential Depot




Skin Type


Acne Prone,Dry




Item Weight


0.07 Kilograms",19.99 ,4.5,58
